date,sentiment_score,momentum_score,tweet_volume,prev_tweet_volume,tweet_volume_spike,momentum_high,suspicious
2025-04-19,50.69561322063715,-0.35985019141964614,2955,0.0,False,False,True
2025-04-20,50.46397129555794,-0.23164192507920944,2937,2955.0,False,False,False
2025-04-21,50.11308214101115,-0.3508891545467918,3600,2937.0,True,False,True
2025-04-22,50.481686838583286,0.3686046975721382,4517,3600.0,True,True,True
2025-04-23,50.85769741307628,0.37601057449299446,5491,4517.0,True,True,True
2025-04-24,50.848688657094506,-0.009008755981774641,6449,5491.0,False,False,True
2025-04-25,50.6973288263398,-0.15135983075470705,7439,6449.0,False,False,True
2025-04-26,49.87047279437642,-0.8268560319633806,7311,7439.0,False,False,False
